
=======================================================
[INFO] TANGGAL & WAKTU EKSEKUSI SIMULASI : 2026-06-09 14:40:38
=======================================================

=======================================================
[INFO] Skenario Range / Pathloss Degradation (Wi-Fi 6)
=======================================================
[SPESIFIKASI SIMULASI]
- Standar Wi-Fi     : Wi-Fi 6 (802.11ax)
- Konfigurasi MIMO  : 8x8 Spatial Streams
- Fitur Spesial     : Single-Link (Non-MLO)
    * Link 0        : Frekuensi 5 GHz (Lebar Pita 160 MHz)
- Tx Power          : 20.0 dBm
- Rate Adaptation   : IdealWifiManager (Otomatis menyesuaikan hingga 1024-QAM)
- Propagation Model : HybridBuildingsPropagationLossModel (Redaman Tembok/Indoor)
- Jarak Uji         : 0 hingga 2500 meter
=======================================================

[INFO] Waktu: 0.2s | Jarak: 1 m | RSSI: -5.71343 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 0
[INFO] Waktu: 59s | Jarak: 589 m | RSSI: -61.7464 dBm | Tput: 1061.67 Mbps | Delay: 146.411 ms | Jitter: 0.0141873 ms | Drop: 66865
[INFO] Waktu: 59.2s | Jarak: 591 m | RSSI: -61.7759 dBm | Tput: 1072.44 Mbps | Delay: 145.342 ms | Jitter: 0.0156647 ms | Drop: 66740
[INFO] Waktu: 59.4s | Jarak: 593 m | RSSI: -62.0455 dBm | Tput: 1060.66 Mbps | Delay: 146.195 ms | Jitter: 0.0148473 ms | Drop: 66908
[INFO] Waktu: 59.6s | Jarak: 595 m | RSSI: -62.5179 dBm | Tput: 1058.49 Mbps | Delay: 146.443 ms | Jitter: 0.0124138 ms | Drop: 66917
[INFO] Waktu: 59.8s | Jarak: 597 m | RSSI: -62.9886 dBm | Tput: 1069.44 Mbps | Delay: 145.953 ms | Jitter: 0.014791 ms | Drop: 66790
[INFO] Waktu: 60s | Jarak: 599 m | RSSI: -63.4577 dBm | Tput: 1058.43 Mbps | Delay: 146.121 ms | Jitter: 0.0162116 ms | Drop: 66917
[INFO] Waktu: 60.2s | Jarak: 601 m | RSSI: -63.9253 dBm | Tput: 1026.16 Mbps | Delay: 149.174 ms | Jitter: 0.0160671 ms | Drop: 67523
[INFO] Waktu: 60.4s | Jarak: 603 m | RSSI: -64.3914 dBm | Tput: 1027.4 Mbps | Delay: 150.105 ms | Jitter: 0.0167482 ms | Drop: 67483
[INFO] Waktu: 60.6s | Jarak: 605 m | RSSI: -64.8559 dBm | Tput: 962.511 Mbps | Delay: 155.371 ms | Jitter: 0.0170403 ms | Drop: 68580
[INFO] Waktu: 60.8s | Jarak: 607 m | RSSI: -65.3188 dBm | Tput: 962.335 Mbps | Delay: 157.501 ms | Jitter: 0.0155652 ms | Drop: 68558
[INFO] Waktu: 61s | Jarak: 609 m | RSSI: -65.7803 dBm | Tput: 969.695 Mbps | Delay: 156.964 ms | Jitter: 0.018048 ms | Drop: 68490
[INFO] Waktu: 61.2s | Jarak: 611 m | RSSI: -66.2402 dBm | Tput: 817.137 Mbps | Delay: 171.048 ms | Jitter: 0.0204173 ms | Drop: 71023
[INFO] Waktu: 61.4s | Jarak: 613 m | RSSI: -66.6986 dBm | Tput: 813.604 Mbps | Delay: 180.063 ms | Jitter: 0.0224357 ms | Drop: 71108
[INFO] Waktu: 61.6s | Jarak: 615 m | RSSI: -67.1555 dBm | Tput: 809.541 Mbps | Delay: 180.45 ms | Jitter: 0.0224799 ms | Drop: 71191
[INFO] Waktu: 61.8s | Jarak: 617 m | RSSI: -67.611 dBm | Tput: 809.188 Mbps | Delay: 180.599 ms | Jitter: 0.0225271 ms | Drop: 71150
[INFO] Waktu: 62s | Jarak: 619 m | RSSI: -68.065 dBm | Tput: 813.604 Mbps | Delay: 179.947 ms | Jitter: 0.0224514 ms | Drop: 71108
[INFO] Waktu: 62.2s | Jarak: 621 m | RSSI: -68.5175 dBm | Tput: 812.78 Mbps | Delay: 180.011 ms | Jitter: 0.0224578 ms | Drop: 71150
[INFO] Waktu: 62.4s | Jarak: 623 m | RSSI: -68.9685 dBm | Tput: 807.009 Mbps | Delay: 180.731 ms | Jitter: 0.0225305 ms | Drop: 71212
[INFO] Waktu: 62.6s | Jarak: 625 m | RSSI: -69.4181 dBm | Tput: 813.545 Mbps | Delay: 180.284 ms | Jitter: 0.0225375 ms | Drop: 71130
[INFO] Waktu: 62.8s | Jarak: 627 m | RSSI: -69.8663 dBm | Tput: 813.427 Mbps | Delay: 180.106 ms | Jitter: 0.0224298 ms | Drop: 71097
[INFO] Waktu: 63s | Jarak: 629 m | RSSI: -70.313 dBm | Tput: 811.013 Mbps | Delay: 178.908 ms | Jitter: 0.0224841 ms | Drop: 71107
[INFO] Waktu: 63.2s | Jarak: 631 m | RSSI: -70.7629 dBm | Tput: 671.88 Mbps | Delay: 196.631 ms | Jitter: 0.0253494 ms | Drop: 73536
[INFO] Waktu: 63.4s | Jarak: 633 m | RSSI: -71.2023 dBm | Tput: 630.369 Mbps | Delay: 216.057 ms | Jitter: 0.0296847 ms | Drop: 74218
[INFO] Waktu: 63.6s | Jarak: 635 m | RSSI: -71.6493 dBm | Tput: 2.29632 Mbps | Delay: 219.922 ms | Jitter: 0.0223129 ms | Drop: 84925
[INFO] Waktu: 63.8s | Jarak: 637 m | RSSI: -72.0905 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 64s | Jarak: 639 m | RSSI: -72.5302 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 64.2s | Jarak: 641 m | RSSI: -72.9686 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 64.4s | Jarak: 643 m | RSSI: -73.4056 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85161
[INFO] Waktu: 64.6s | Jarak: 645 m | RSSI: -73.8412 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84190
[INFO] Waktu: 64.8s | Jarak: 647 m | RSSI: -74.2755 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 65s | Jarak: 649 m | RSSI: -74.7085 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 65.2s | Jarak: 651 m | RSSI: -75.1401 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 65.4s | Jarak: 653 m | RSSI: -75.5704 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 65.6s | Jarak: 655 m | RSSI: -75.9994 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 65.8s | Jarak: 657 m | RSSI: -76.427 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 66s | Jarak: 659 m | RSSI: -76.8534 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 66.2s | Jarak: 661 m | RSSI: -77.2785 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 66.4s | Jarak: 663 m | RSSI: -77.7023 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 66.6s | Jarak: 665 m | RSSI: -78.1248 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 66.8s | Jarak: 667 m | RSSI: -78.5461 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 67s | Jarak: 669 m | RSSI: -78.9661 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 67.2s | Jarak: 671 m | RSSI: -79.3848 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 67.4s | Jarak: 673 m | RSSI: -79.8023 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 67.6s | Jarak: 675 m | RSSI: -80.2185 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84427
[INFO] Waktu: 67.8s | Jarak: 677 m | RSSI: -80.6336 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84924
[INFO] Waktu: 68s | Jarak: 679 m | RSSI: -81.0474 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84427
[INFO] Waktu: 68.2s | Jarak: 681 m | RSSI: -81.4599 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 68.4s | Jarak: 683 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 68.6s | Jarak: 685 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 68.8s | Jarak: 687 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 69s | Jarak: 689 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84424
[INFO] Waktu: 69.2s | Jarak: 691 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 69.4s | Jarak: 693 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 69.6s | Jarak: 695 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 69.8s | Jarak: 697 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 70s | Jarak: 699 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 70.2s | Jarak: 701 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 70.4s | Jarak: 703 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 70.6s | Jarak: 705 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 70.8s | Jarak: 707 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 71s | Jarak: 709 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 71.2s | Jarak: 711 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 71.4s | Jarak: 713 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 71.6s | Jarak: 715 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 71.8s | Jarak: 717 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 72s | Jarak: 719 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 72.2s | Jarak: 721 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 72.4s | Jarak: 723 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 72.6s | Jarak: 725 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 72.8s | Jarak: 727 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 73s | Jarak: 729 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 73.2s | Jarak: 731 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 73.4s | Jarak: 733 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 87528
[INFO] Waktu: 73.6s | Jarak: 735 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 73.8s | Jarak: 737 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 74s | Jarak: 739 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84858
[INFO] Waktu: 74.2s | Jarak: 741 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 74.4s | Jarak: 743 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85350
[INFO] Waktu: 74.6s | Jarak: 745 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84439
[INFO] Waktu: 74.8s | Jarak: 747 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 75s | Jarak: 749 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84912
[INFO] Waktu: 75.2s | Jarak: 751 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 75.4s | Jarak: 753 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 75.6s | Jarak: 755 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 75.8s | Jarak: 757 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 76s | Jarak: 759 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 76.2s | Jarak: 761 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 76.4s | Jarak: 763 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 76.6s | Jarak: 765 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 76.8s | Jarak: 767 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 77s | Jarak: 769 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 77.2s | Jarak: 771 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 77.4s | Jarak: 773 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 77.6s | Jarak: 775 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 77.8s | Jarak: 777 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 78s | Jarak: 779 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 78.2s | Jarak: 781 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 78.4s | Jarak: 783 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 78.6s | Jarak: 785 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 78.8s | Jarak: 787 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 79s | Jarak: 789 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 79.2s | Jarak: 791 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 79.4s | Jarak: 793 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 79.6s | Jarak: 795 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 79.8s | Jarak: 797 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 80s | Jarak: 799 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 80.2s | Jarak: 801 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 80.4s | Jarak: 803 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 80.6s | Jarak: 805 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 80.8s | Jarak: 807 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 81s | Jarak: 809 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 81.2s | Jarak: 811 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 81.4s | Jarak: 813 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 81.6s | Jarak: 815 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 81.8s | Jarak: 817 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 82s | Jarak: 819 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 82.2s | Jarak: 821 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 82.4s | Jarak: 823 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 82.6s | Jarak: 825 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 82.8s | Jarak: 827 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 83s | Jarak: 829 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 83.2s | Jarak: 831 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 83.4s | Jarak: 833 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 83.6s | Jarak: 835 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 83.8s | Jarak: 837 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 84s | Jarak: 839 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84984
[INFO] Waktu: 84.2s | Jarak: 841 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84868
[INFO] Waktu: 84.4s | Jarak: 843 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 84.6s | Jarak: 845 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 84.8s | Jarak: 847 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 85s | Jarak: 849 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 86310
[INFO] Waktu: 85.2s | Jarak: 851 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 83540
[INFO] Waktu: 85.4s | Jarak: 853 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 85.6s | Jarak: 855 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 85.8s | Jarak: 857 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 86s | Jarak: 859 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85425
[INFO] Waktu: 86.2s | Jarak: 861 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84427
[INFO] Waktu: 86.4s | Jarak: 863 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 86.6s | Jarak: 865 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 86.8s | Jarak: 867 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 87s | Jarak: 869 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85426
[INFO] Waktu: 87.2s | Jarak: 871 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 87.4s | Jarak: 873 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 87.6s | Jarak: 875 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 87.8s | Jarak: 877 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 88s | Jarak: 879 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85426
[INFO] Waktu: 88.2s | Jarak: 881 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 88.4s | Jarak: 883 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 88.6s | Jarak: 885 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 88.8s | Jarak: 887 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 89s | Jarak: 889 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85425
[INFO] Waktu: 89.2s | Jarak: 891 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84425
[INFO] Waktu: 89.4s | Jarak: 893 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 89.6s | Jarak: 895 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 89.8s | Jarak: 897 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
[INFO] Waktu: 90s | Jarak: 899 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85425
[INFO] Waktu: 90.2s | Jarak: 901 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 90.4s | Jarak: 903 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 90.6s | Jarak: 905 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84927
[INFO] Waktu: 90.8s | Jarak: 907 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84925
[INFO] Waktu: 91s | Jarak: 909 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 85388
[INFO] Waktu: 91.2s | Jarak: 911 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84426
[INFO] Waktu: 91.4s | Jarak: 913 m | RSSI: -81.8713 dBm | Tput: 0 Mbps | Delay: 0 ms | Jitter: 0 ms | Drop: 84926
